#        X=           Y=           S=           P=           U=           V=         Vel=           T=         mut=         hcv=          Ax=          Ay=       Yplus=
 3.7185E-02  -3.1249E-02  -5.1241E-02   1.0273E+03   2.2182E+00  -8.2353E-01   2.3661E+00   2.6204E+02   3.9177E-13   4.7027E+03   7.3678E+00  -2.7354E+00   1.1677E+00
 3.4096E-02  -3.0069E-02  -4.7934E-02   1.1120E+03   2.1654E+00  -8.5074E-01   2.3265E+00   2.6204E+02   3.3849E-13   4.7027E+03   7.1926E+00  -2.8258E+00   1.1579E+00
 3.1195E-02  -2.8897E-02  -4.4805E-02   1.2007E+03   2.1086E+00  -8.7728E-01   2.2838E+00   2.6204E+02   2.8578E-13   4.7027E+03   7.0040E+00  -2.9140E+00   1.1472E+00
 2.8472E-02  -2.7731E-02  -4.1843E-02   1.2923E+03   2.0434E+00  -9.0031E-01   2.2329E+00   2.6204E+02   2.3299E-13   4.7028E+03   6.7874E+00  -2.9905E+00   1.1343E+00
 2.5919E-02  -2.6574E-02  -3.9040E-02   1.3865E+03   1.9662E+00  -9.1809E-01   2.1700E+00   2.6204E+02   1.7703E-13   4.7029E+03   6.5312E+00  -3.0496E+00   1.1182E+00
 2.3530E-02  -2.5425E-02  -3.6389E-02   1.4840E+03   1.8779E+00  -9.3047E-01   2.0958E+00   2.6204E+02   1.2046E-13   4.7029E+03   6.2379E+00  -3.0908E+00   1.0989E+00
 2.1297E-02  -2.4285E-02  -3.3881E-02   1.5839E+03   1.7892E+00  -9.4125E-01   2.0217E+00   2.6204E+02   7.0593E-14   4.7030E+03   5.9435E+00  -3.1267E+00   1.0793E+00
 1.9213E-02  -2.3155E-02  -3.1510E-02   1.6857E+03   1.7178E+00  -9.6036E-01   1.9681E+00   2.6204E+02   3.8403E-14   4.7031E+03   5.7065E+00  -3.1902E+00   1.0649E+00
 1.7271E-02  -2.2035E-02  -2.9268E-02   1.7895E+03   1.6574E+00  -9.8649E-01   1.9287E+00   2.6204E+02   2.1424E-14   4.7032E+03   5.5057E+00  -3.2771E+00   1.0542E+00
 1.5465E-02  -2.0926E-02  -2.7149E-02   1.8943E+03   1.5932E+00  -1.0108E+00   1.8867E+00   2.6204E+02   1.2937E-14   4.7033E+03   5.2925E+00  -3.3578E+00   1.0427E+00
